year,country_code,country,commodity_code,commodity_description,net_weight_kg,import_value_usd,sector,product_group,avg_price_usd_kg,population,gdp_per_capita,import_value_usd_per_capita,net_weight_kg_per_capita
2024,PRT,Portugal,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",72974400.829,449008192.165,Coffee,Coffee total,6.152954831614929,10694681.0,29292.242104753,41.98425293517404,6.823429406543308
2024,ROU,Romania,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",64173181.505,460832640.79,Coffee,Coffee total,7.1810782944288745,19051804.0,20080.2096215595,24.18839920828495,3.3683519684015226
2024,NLD,Netherlands,1801,"Cocoa beans; whole or broken, raw or roasted",817559370.037,4265789228.487,Cocoa,Cocoa beans,5.217711868795467,17993485.0,67520.4218956281,237.07409812423774,45.436410458396466
2024,POL,Poland,1801,"Cocoa beans; whole or broken, raw or roasted",10937229.391,61723564.0,Cocoa,Cocoa beans,5.64343690649763,36559233.0,25103.565661423,1.6883167105830694,0.2991646293837729
2024,PRT,Portugal,1801,"Cocoa beans; whole or broken, raw or roasted",64614.794,324831.819,Cocoa,Cocoa beans,5.027205054619535,10694681.0,29292.242104753,0.030373212534343007,0.006041769174788851
2024,ROU,Romania,1801,"Cocoa beans; whole or broken, raw or roasted",14626.15,117365.98,Cocoa,Cocoa beans,8.02439329556992,19051804.0,20080.2096215595,0.006160360457203948,0.0007677042027096227
2024,NLD,Netherlands,1806,Chocolate and other food preparations containing cocoa,321542789.309,2060338056.222,Cocoa,Chocolate and cocoa preparations,6.407663691198597,17993485.0,67520.4218956281,114.50466967471837,17.86995622632303
2024,POL,Poland,1806,Chocolate and other food preparations containing cocoa,229637546.011,1481378586.0,Cocoa,Chocolate and cocoa preparations,6.450942416572591,36559233.0,25103.565661423,40.51995800896589,6.281246272617372
2024,PRT,Portugal,1806,Chocolate and other food preparations containing cocoa,62649880.2,364262407.048,Cocoa,Chocolate and cocoa preparations,5.8142554444661165,10694681.0,29292.242104753,34.0601470065353,5.858041039279246
2024,ROU,Romania,1806,Chocolate and other food preparations containing cocoa,96530571.601,611028029.51,Cocoa,Chocolate and cocoa preparations,6.3298913429791615,19051804.0,20080.2096215595,32.0719250266274,5.066741795212674
2024,SVK,Slovakia,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",34083844.083,222354382.299,Coffee,Coffee total,6.523747196986613,5422069.0,25992.6748502048,41.009139186351184,6.286132486141359
2024,SVN,Slovenia,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",21421432.668,111464723.391,Coffee,Coffee total,5.203420570348194,2127400.0,34301.0318686594,52.394812160853625,10.069301808780672
2024,SVK,Slovakia,1801,"Cocoa beans; whole or broken, raw or roasted",15262474.0,107504721.332,Cocoa,Cocoa beans,7.043728384533202,5422069.0,25992.6748502048,19.82725069194066,2.8148800762218262
2024,SVN,Slovenia,1801,"Cocoa beans; whole or broken, raw or roasted",26301.351,167536.386,Cocoa,Cocoa beans,6.369877577771575,2127400.0,34301.0318686594,0.07875170912851367,0.012363143273479364
2024,SVK,Slovakia,1806,Chocolate and other food preparations containing cocoa,62350861.174,418686527.517,Cocoa,Chocolate and cocoa preparations,6.715007934671321,5422069.0,25992.6748502048,77.21895968439354,11.499459186889728
2024,SVN,Slovenia,1806,Chocolate and other food preparations containing cocoa,24457243.189,177959725.589,Cocoa,Chocolate and cocoa preparations,7.276360798875319,2127400.0,34301.0318686594,83.65127648256086,11.496306848265489
2024,ESP,Spain,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",,1791555468.76,Coffee,Coffee total,,48848840.0,35326.7683069278,36.67549667013587,
2024,ESP,Spain,1801,"Cocoa beans; whole or broken, raw or roasted",103985520.05,538209847.038,Cocoa,Cocoa beans,5.1758153133167895,48848840.0,35326.7683069278,11.017863413706445,2.128720355488482
2024,ESP,Spain,1806,Chocolate and other food preparations containing cocoa,,960198848.164,Cocoa,Chocolate and cocoa preparations,,48848840.0,35326.7683069278,19.656533259827665,
2024,SWE,Sweden,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",108078592.202,599598729.037,Coffee,Coffee total,5.5478029165696725,10569709.0,57117.4877440616,56.72802619608543,10.225313885368084
2024,SWE,Sweden,1801,"Cocoa beans; whole or broken, raw or roasted",82613.696,696560.609,Cocoa,Cocoa beans,8.431539111868329,10569709.0,57117.4877440616,0.06590158811373142,0.007816080461628603
2024,SWE,Sweden,1806,Chocolate and other food preparations containing cocoa,80853019.611,569125787.407,Cocoa,Chocolate and cocoa preparations,7.039017097260901,10569709.0,57117.4877440616,53.8449816742353,7.649502896531967
